Rank,Pokemon,Dex,Type1,Type2,Fast Move,Fast Move Type,Charged Move,Charged Move Type,DPS,TDO,ER,CP,Shadow,Mega
1532,Shadow Swinub,220,ground,ice,Tackle,normal,Rock Slide,rock,6.72,50,11.07,741,true,false
1533,Trubbish,568,poison,none,Pound,normal,Gunk Shot,poison,6.70,97,13.07,1000,false,false
1534,Nidoran♀,29,poison,none,Poison Sting,poison,Sludge Bomb,poison,6.68,78,12.34,816,false,false
1535,Mareanie,747,poison,water,Poison Sting,poison,Gunk Shot,poison,6.66,88,12.68,972,false,false
1536,Wingull,278,flying,water,Water Gun,water,Ice Beam,ice,6.64,47,10.85,765,false,false
1537,Snivy,495,grass,none,Vine Whip,grass,Seed Bomb,grass,6.63,80,12.37,849,false,false
1538,Venonat,48,bug,poison,Bug Bite,bug,Signal Beam,bug,6.63,90,12.73,1004,false,false
1539,Venipede,543,bug,poison,Bug Bite,bug,Sludge Bomb,poison,6.60,61,11.51,706,false,false
1540,Pachirisu,417,electric,none,Spark,electric,Thunderbolt,electric,6.58,145,14.25,1213,false,false
1541,Shadow Shieldon,410,rock,steel,Iron Tail,steel,Heavy Slam,steel,6.57,93,12.75,890,true,false
1542,Makuhita,296,fighting,none,Tackle,normal,Heavy Slam,steel,6.55,60,11.40,817,false,false
1543,Shadow Hoppip,187,flying,grass,Tackle,normal,Grass Knot,grass,6.53,52,10.97,600,true,false
1544,Milcery,868,fairy,none,Charm,fairy,Dazzling Gleam,fairy,6.52,73,11.90,829,false,false
1545,Dottler,825,bug,psychic,Confusion,psychic,Psychic,psychic,6.50,118,13.41,1030,false,false
1546,Bergmite,712,ice,none,Bite,dark,Icy Wind,ice,6.49,98,12.78,1215,false,false
1547,Skwovet,819,normal,none,Tackle,normal,Body Slam,normal,6.48,85,12.32,944,false,false
1548,Goomy,704,dragon,none,Water Gun,water,Dragon Pulse,dragon,6.46,81,12.17,976,false,false
1549,Rookidee,821,flying,none,Air Slash,flying,Drill Peck,flying,6.45,48,10.66,666,false,false
1550,Phanpy,231,ground,none,Tackle,normal,Bulldoze,ground,6.45,112,13.17,1206,false,false
1551,Barboach,339,ground,water,Water Gun,water,Mud Bomb,ground,6.42,66,11.49,819,false,false
1552,Carbink,703,fairy,rock,Rock Throw,rock,Rock Slide,rock,6.42,203,15.23,1467,false,false
1553,Nacli,932,rock,none,Rock Throw,rock,Rock Blast,rock,6.40,88,12.33,966,false,false
1554,Poochyena,261,dark,none,Snarl,dark,Return,normal,6.40,43,10.28,678,false,false
1555,Zubat,41,flying,poison,Bite,dark,Sludge Bomb,poison,6.37,53,10.80,667,false,false
1556,Rellor,953,bug,none,Bug Bite,bug,Bug Buzz,bug,6.30,73,11.64,815,false,false
1557,Galarian Corsola,222,ghost,none,Tackle,normal,Night Shade,ghost,6.30,146,13.83,1497,false,false
1558,Bidoof,399,normal,none,Tackle,normal,Hyper Fang,normal,6.29,65,11.27,721,false,false
1559,Charcadet,935,fire,none,Incinerate,fire,Flamethrower,fire,6.29,52,10.68,732,false,false
1560,Steenee,762,grass,none,Razor Leaf,grass,Grass Knot,grass,6.28,74,11.63,757,false,false
1561,Nymble,919,bug,none,Bug Bite,bug,X-Scissor,bug,6.24,42,10.07,592,false,false
1562,Igglybuff,174,fairy,normal,Pound,normal,Wild Charge,electric,6.24,45,10.23,535,false,false
1563,Surskit,283,bug,water,Bug Bite,bug,Signal Beam,bug,6.23,60,10.95,791,false,false
1564,Mantyke,458,flying,water,Bubble,water,Aerial Ace,flying,6.22,120,13.04,1248,false,false
1565,Bastiodon,411,rock,steel,Iron Tail,steel,Stone Edge,rock,6.21,221,15.15,1539,false,false
1566,Shadow Shelmet,616,bug,none,Infestation,bug,Bug Buzz,bug,6.19,84,11.90,834,true,false
1567,Poliwag,60,water,none,Bubble,water,Return,normal,6.18,56,10.74,829,false,false
1568,Skitty,300,normal,none,Tackle,normal,Wild Charge,electric,6.18,61,10.96,739,false,false
1569,Tinkatink,957,fairy,steel,Fairy Wind,fairy,Play Rough,fairy,6.18,82,11.77,860,false,false
1570,Pidgey,16,flying,normal,Tackle,normal,Return,normal,6.17,51,10.46,680,false,false
1571,Spheal,363,ice,water,Water Gun,water,Return,normal,6.17,84,11.85,962,false,false
1572,Spinda,327,normal,none,Sucker Punch,dark,Dig,ground,6.16,95,12.22,1220,false,false
1573,Inkay,686,dark,psychic,Psywave,psychic,Return,normal,6.15,74,11.44,927,false,false
1574,Swirlix,684,fairy,none,Tackle,normal,Draining Kiss,fairy,6.13,99,12.29,1179,false,false
1575,Squirtle,7,water,none,Bubble,water,Aqua Tail,water,6.07,81,11.61,946,false,false
1576,Gulpin,316,poison,none,Pound,normal,Gunk Shot,poison,6.03,89,11.83,866,false,false
1577,Onix,95,ground,rock,Rock Throw,rock,Breaking Swipe,dragon,6.01,130,12.96,1101,false,false
1578,Sentret,161,normal,none,Scratch,normal,Grass Knot,grass,5.99,46,9.98,618,false,false
1579,Tandemaus,924,normal,none,Mud Shot,ground,Play Rough,fairy,5.99,66,10.93,891,false,false
1580,Finneon,456,water,none,Pound,normal,Ice Beam,ice,5.96,81,11.46,971,false,false
1581,Shroomish,285,grass,none,Tackle,normal,Grass Knot,grass,5.95,88,11.65,810,false,false
1582,Pichu,172,electric,none,Thunder Shock,electric,Thunderbolt,electric,5.94,28,8.76,473,false,false
1583,Ferroseed,597,grass,steel,Metal Claw,steel,Iron Head,steel,5.93,99,12.00,941,false,false
1584,Klink,599,steel,none,Metal Sound,steel,Zap Cannon,electric,5.89,75,11.13,956,false,false
1585,Nincada,290,bug,ground,Bug Bite,bug,Bug Buzz,bug,5.87,68,10.85,768,false,false
1586,Shadow Ledyba,165,bug,flying,Bug Bite,bug,Aerial Ace,flying,5.86,61,10.52,728,true,false
1587,Noibat,714,dragon,flying,Wing Attack,flying,Dragon Pulse,dragon,5.83,48,9.88,667,false,false
1588,Cubone,104,ground,none,Mud Slap,ground,Bone Club,ground,5.82,98,11.78,1019,false,false
1589,Seedot,273,grass,none,Quick Attack,normal,Grass Knot,grass,5.80,50,9.94,598,false,false
1590,Binacle,688,rock,water,Scratch,normal,Ancient Power,rock,5.79,75,10.99,946,false,false
1591,Unown,201,psychic,none,Hidden Power (Psychic),psychic,Struggle,normal,5.79,63,10.53,1185,false,false
1592,Seel,86,water,none,Water Gun,water,Aqua Tail,water,5.78,97,11.71,971,false,false
1593,Toxel,848,electric,poison,Acid,poison,Power-Up Punch,fighting,5.77,43,9.55,726,false,false
1594,Shellos - East Sea,422,water,none,Mud Slap,ground,Mud Bomb,ground,5.77,95,11.62,1136,false,false
1595,Shellos - West Sea,422,water,none,Mud Slap,ground,Mud Bomb,ground,5.77,95,11.62,1136,false,false
1596,Tympole,535,water,none,Bubble,water,Mud Bomb,ground,5.76,57,10.20,839,false,false
1597,Shadow Dewpider,751,bug,water,Bug Bite,bug,Bubble Beam,water,5.76,58,10.24,714,true,false
1598,Lechonk,915,normal,none,Tackle,normal,Body Slam,normal,5.75,64,10.49,757,false,false
1599,Nickit,827,dark,none,Snarl,dark,Play Rough,fairy,5.74,52,9.97,714,false,false
1600,Tentacool,72,poison,water,Bubble,water,Bubble Beam,water,5.74,88,11.36,1040,false,false
1601,Shadow Swablu,333,flying,normal,Peck,flying,Aerial Ace,flying,5.73,70,10.69,824,true,false
1602,Shadow Slakoth,287,normal,none,Yawn,normal,Body Slam,normal,5.70,60,10.26,1002,true,false
1603,Nosepass,299,rock,none,Rock Throw,rock,Rock Slide,rock,5.70,106,11.85,993,false,false
1604,Cottonee,546,fairy,grass,Razor Leaf,grass,Grass Knot,grass,5.69,67,10.54,700,false,false
1605,Cleffa,173,fairy,none,Pound,normal,Grass Knot,grass,5.67,56,10.07,671,false,false
1606,Gossifleur,829,grass,none,Razor Leaf,grass,Grass Knot,grass,5.65,63,10.33,672,false,false
1607,Shadow Beldum,374,psychic,steel,Take Down,normal,Iron Head,steel,5.65,65,10.40,976,true,false
1608,Wooloo,831,normal,none,Tackle,normal,Wild Charge,electric,5.61,60,10.16,706,false,false
1609,Finizen,963,water,none,Waterfall,water,Water Pulse,water,5.61,69,10.52,874,false,false
1610,Ralts,280,fairy,psychic,Confusion,psychic,Psyshock,psychic,5.61,33,8.72,539,false,false
1611,Swinub,220,ground,ice,Tackle,normal,Rock Slide,rock,5.59,50,9.65,741,false,false
1612,Hoothoot,163,flying,normal,Peck,flying,Sky Attack,flying,5.56,68,10.38,677,false,false
1613,Wooper,194,ground,water,Water Gun,water,Mud Bomb,ground,5.56,50,9.64,641,false,false
1614,Tarountula,917,bug,none,Bug Bite,bug,X-Scissor,bug,5.55,45,9.34,571,false,false
1615,Shieldon,410,rock,steel,Iron Tail,steel,Heavy Slam,steel,5.51,94,11.20,890,false,false
1616,Hoppip,187,flying,grass,Tackle,normal,Grass Knot,grass,5.46,52,9.60,600,false,false
1617,Chansey,113,normal,none,Pound,normal,Hyper Beam,normal,5.41,269,14.36,1255,false,false
1618,Meditite,307,fighting,psychic,Confusion,psychic,Psyshock,psychic,5.37,53,9.52,693,false,false
1619,Shadow Galarian Zigzagoon,263,dark,normal,Tackle,normal,Body Slam,normal,5.32,38,8.72,508,true,false
1620,Shadow Bunnelby,659,normal,none,Quick Attack,normal,Earthquake,ground,5.30,35,8.49,553,true,false
1621,Rolycoly,837,rock,none,Smack Down,rock,Rock Slide,rock,5.28,45,9.04,612,false,false
1622,Snom,872,bug,ice,Powder Snow,ice,Bug Buzz,bug,5.27,32,8.26,528,false,false
1623,Yamper,835,electric,none,Spark,electric,Thunder,electric,5.27,65,9.86,788,false,false
1624,Shelmet,616,bug,none,Infestation,bug,Bug Buzz,bug,5.16,84,10.37,834,false,false
1625,Bunnelby,659,normal,none,Quick Attack,normal,Return,normal,5.14,41,8.62,553,false,false
1626,Ledyba,165,bug,flying,Bug Bite,bug,Return,normal,5.12,64,9.62,728,false,false
1627,Dewpider,751,bug,water,Bug Bite,bug,Return,normal,5.12,61,9.52,714,false,false
1628,Shadow Duskull,355,ghost,none,Hex,ghost,Ominous Wind,ghost,5.11,52,9.14,706,true,false
1629,Galarian Yamask,562,ghost,ground,Astonish,ghost,Night Shade,ghost,5.07,72,9.85,982,false,false
1630,Pyukumuku,771,water,none,Counter,fighting,Mirror Coat,psychic,5.07,135,11.52,1372,false,false
1631,Baltoy,343,ground,psychic,Confusion,psychic,Dig,ground,5.07,66,9.62,787,false,false
1632,Swablu,333,flying,normal,Peck,flying,Return,normal,5.04,74,9.85,824,false,false
1633,Luvdisc,370,water,none,Water Gun,water,Water Pulse,water,4.96,69,9.58,848,false,false
1634,Weedle,13,bug,poison,Bug Bite,bug,Return,normal,4.96,30,7.79,456,false,false
1635,Sunkern,191,grass,none,Cut,normal,Grass Knot,grass,4.92,28,7.59,395,false,false
1636,Shadow Wobbuffet,202,psychic,none,Counter,fighting,Mirror Coat,psychic,4.89,136,11.24,1026,true,false
1637,Lotad,270,grass,water,Water Gun,water,Energy Ball,grass,4.88,42,8.37,598,false,false
1638,Combee,415,bug,flying,Bug Bite,bug,Bug Buzz,bug,4.77,38,8.01,494,false,false
1639,Togepi,175,fairy,none,Zen Headbutt,psychic,Dazzling Gleam,fairy,4.74,54,8.73,657,false,false
1640,Galarian Zigzagoon,263,dark,normal,Tackle,normal,Return,normal,4.73,41,8.12,508,false,false
1641,Tynamo,602,electric,none,Tackle,normal,Struggle,normal,4.73,39,7.99,811,false,false
1642,Beldum,374,psychic,steel,Take Down,normal,Iron Head,steel,4.70,65,9.05,976,false,false
1643,Zigzagoon,263,normal,none,Tackle,normal,Grass Knot,grass,4.67,40,8.00,508,false,false
1644,Wimpod,767,bug,water,Struggle Bug,bug,Bug Buzz,bug,4.65,31,7.47,502,false,false
1645,Tyrogue,236,fighting,none,Tackle,normal,Brick Break,fighting,4.59,32,7.44,492,false,false
1646,Slakoth,287,normal,none,Yawn,normal,Body Slam,normal,4.55,58,8.59,1002,false,false
1647,Caterpie,10,bug,none,Bug Bite,bug,Return,normal,4.53,32,7.36,437,false,false
1648,Wishiwashi (Solo Form),746,water,none,Water Gun,water,Surf,water,4.46,26,6.91,346,false,false
1649,Duskull,355,ghost,none,Hex,ghost,Ominous Wind,ghost,4.28,53,8.02,706,false,false
1650,Wobbuffet,202,psychic,none,Counter,fighting,Return,normal,4.19,140,10.07,1026,false,false
1651,Shadow Weedle,13,bug,poison,Bug Bite,bug,Struggle,normal,4.12,21,6.18,456,true,false
1652,Bounsweet,761,grass,none,Razor Leaf,grass,Energy Ball,grass,4.04,33,6.79,470,false,false
1653,Kakuna,14,bug,poison,Bug Bite,bug,Return,normal,3.99,36,6.90,432,false,false
1654,Wurmple,265,bug,none,Bug Bite,bug,Struggle,normal,3.95,29,6.50,578,false,false
1655,Metapod,11,bug,none,Bug Bite,bug,Return,normal,3.94,39,7.00,450,false,false
1656,Shadow Caterpie,10,bug,none,Bug Bite,bug,Struggle,normal,3.74,22,5.80,437,true,false
1657,Bronzor,436,psychic,steel,Tackle,normal,Heavy Slam,steel,3.74,72,7.83,603,false,false
1658,Scatterbug,664,bug,none,Bug Bite,bug,Struggle,normal,3.49,25,5.70,492,false,false
1659,Cascoon,268,bug,none,Bug Bite,bug,Struggle,normal,3.38,33,5.96,553,false,false
1660,Silcoon,266,bug,none,Bug Bite,bug,Struggle,normal,3.38,33,5.96,553,false,false
1661,Shadow Kakuna,14,bug,poison,Bug Bite,bug,Struggle,normal,3.31,25,5.48,432,true,false
1662,Shadow Metapod,11,bug,none,Bug Bite,bug,Struggle,normal,3.27,27,5.56,450,true,false
1663,Marill,183,fairy,water,Tackle,normal,Aqua Tail,water,3.24,45,6.27,461,false,false
1664,Wynaut,360,psychic,none,Counter,fighting,Mirror Coat,psychic,3.13,51,6.28,534,false,false
1665,Azurill,298,fairy,normal,Bubble,water,Body Slam,normal,3.04,28,5.28,364,false,false
1666,Applin,840,dragon,grass,Astonish,ghost,Struggle,normal,3.02,37,5.66,714,false,false
1667,Burmy - Plant Cloak,412,bug,none,Tackle,normal,Struggle,normal,2.94,27,5.12,488,false,false
1668,Burmy - Sandy Cloak,412,bug,none,Tackle,normal,Struggle,normal,2.94,27,5.12,488,false,false
1669,Burmy - Trash Cloak,412,bug,none,Tackle,normal,Struggle,normal,2.94,27,5.12,488,false,false
1670,Spewpa,665,bug,none,Bug Bite,bug,Struggle,normal,2.92,30,5.24,479,false,false
1671,Happiny,440,normal,none,Pound,normal,Psychic,psychic,2.89,44,5.72,371,false,false
1672,Smeargle,235,normal,none,Tackle,normal,Struggle,normal,2.88,32,5.24,431,false,false
1673,Feebas,349,water,none,Tackle,normal,Return,normal,2.83,20,4.59,274,false,false
1674,Kricketot,401,bug,none,Bug Bite,bug,Struggle,normal,2.81,22,4.73,401,false,false
1675,Shadow Feebas,349,water,none,Tackle,normal,Mirror Coat,psychic,2.72,16,4.21,274,true,false
1676,Shadow Shuckle,213,bug,rock,Rock Throw,rock,Stone Edge,rock,2.43,58,5.36,405,true,false
1677,Shuckle,213,bug,rock,Rock Throw,rock,Return,normal,2.11,60,4.88,405,false,false
1678,Cosmog,789,psychic,none,Splash,water,Struggle,normal,1.97,14,3.20,432,false,false
1679,Cosmoem,790,psychic,none,Splash,water,Struggle,normal,1.64,41,3.67,817,false,false
1680,Ditto,132,normal,none,Transform,normal,Struggle,normal,1.54,17,2.80,832,false,false
1681,Shadow Magikarp,129,water,none,Splash,water,Struggle,normal,1.43,8,2.21,274,true,false
1682,Magikarp,129,water,none,Splash,water,Return,normal,1.39,10,2.26,274,false,false
