Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Ralts (Shadow),17.1,280,psychic,fairy,67.5,60.1,91,369252,44.5,499,Charge Beam,Disarming Voice,Frustration<sup>†</sup>,5,7,5,75000
Regigigas,16.8,486,normal,none,80.1,61.3,63,309362,4.5,500,Hidden Power (Bug),Crush Grip*,Focus Blast,7,10,20,100000
Duosion (Shadow),16.7,578,psychic,none,86.7,46.7,71,287795,9,499,Hidden Power (Bug),Frustration<sup>†</sup>,Night Shade,9,6,3,50000
Grovyle (Shadow),16.7,253,grass,none,78.4,59.8,67,314340,11,497,Bullet Seed,Aerial Ace,Frustration<sup>†</sup>,4,6,3,10000
Grumpig,16.2,326,psychic,none,66,75.4,76,378556,8,500,Charge Beam,Dynamic Punch,Mirror Coat,5,5,1,10000
Kirlia,15.8,281,psychic,fairy,72.3,62.7,76,344603,20,500,Charge Beam,Disarming Voice,Draining Kiss<sup>†</sup>,5,5,5,75000
Luxray,15.8,405,electric,none,79.8,57.4,68,311404,6.5,498,Hidden Power (Bug),Crunch,Hyper Beam,6,10,5,75000
Weezing (Shadow),15.8,110,poison,none,69,78.3,67,361907,8.5,499,Infestation,Dark Pulse,Frustration<sup>†</sup>,5,6,3,50000
Solosis (Shadow),15.6,577,psychic,none,86.4,47.6,70,287932,13.5,499,Hidden Power (Bug),Frustration<sup>†</sup>,Night Shade,9,6,3,50000
Slakoth,15.5,287,normal,none,63.7,61.9,99,390649,19.5,500,Yawn,Body Slam,Brick Break,3,4,5,75000
Dugtrio (Shadow),15.2,51,ground,none,79.1,69.4,57,313145,12,499,Mud Shot,Earthquake,Frustration<sup>†</sup>,8,8,3,50000
Unown,15.2,201,psychic,none,75.3,56.6,78,332873,16,500,Hidden Power (Bug),Struggle,,13,0,5,75000
Gulpin,14.9,316,poison,none,53.8,72.4,119,463607,23,499,Pound,Gunk Shot,Ice Beam,19,14,1,10000
Exeggutor (Alolan),14.7,103,grass,dragon,78.5,53.3,76,318177,6.5,500,Bullet Seed,Draco Meteor*,Dragon Pulse,5,5,3,50000
Kirlia (Shadow),14.4,281,psychic,fairy,72.3,62.7,76,344603,20,500,Charge Beam,Disarming Voice,Frustration<sup>†</sup>,5,7,5,75000
Starmie,14.4,121,water,psychic,77.6,70.3,59,321797,7.5,499,Hidden Power (Bug),Aqua Jet,Hydro Pump,5,10,3,50000
Trubbish (Shadow),14.4,568,poison,none,59,80.2,89,421180,19.5,500,Pound,Frustration<sup>†</sup>,Gunk Shot,18,19,3,50000
Manectric (Shadow),14.3,310,electric,none,82.6,53.3,69,303507,8,500,Charge Beam,Flame Burst,Frustration<sup>†</sup>,5,7,3,50000
Slakoth (Shadow),14.3,287,normal,none,63.7,61.9,99,390649,19.5,500,Yawn,Body Slam,Brick Break,3,4,5,75000
Deoxys (Speed),13.1,386,psychic,none,78.7,74.8,48,282495,6,475,Charge Beam,Psycho Boost,Swift,4,4,20,100000
Grumpig (Shadow),12.9,326,psychic,none,66,75.4,76,378556,8,500,Charge Beam,Dynamic Punch,Frustration<sup>†</sup>,5,7,1,10000
Sunflora,12.9,192,grass,none,75.5,58.3,75,330412,9,499,Bullet Seed,Leaf Storm,Petal Blizzard,5,5,3,50000
Sceptile (Mega),12.8,254,grass,dragon,94.3,55.1,51,265309,5,500,Bullet Seed,Aerial Ace,Breaking Swipe,4,4,3,10000
Duosion,12.5,578,psychic,none,86.7,46.7,71,287795,9,499,Hidden Power (Bug),Night Shade,Psyshock,6,5,3,50000
Manectric,12.5,310,electric,none,82.6,53.3,69,303507,8,500,Charge Beam,Flame Burst,Overheat,5,5,3,50000
Deoxys (Attack),11.9,386,psychic,none,149.5,21,52,162846,7,496,Poison Jab,Dark Pulse,Psycho Boost,8,5,20,100000
Solosis,11.9,577,psychic,none,86.4,47.6,70,287932,13.5,499,Hidden Power (Bug),Night Shade,Psyshock,6,5,3,50000
Manectric (Mega),11.7,310,electric,none,88.8,56.6,56,281426,5.5,499,Charge Beam,Flame Burst,Overheat,5,5,3,50000
Trubbish,11.6,568,poison,none,58.5,80.6,90,424945,20,499,Pound,Gunk Shot,Seed Bomb,19,10,3,50000
Klinklang,11.4,601,steel,none,72.6,80,59,342713,7,500,Charge Beam,Flash Cannon,Hyper Beam,6,8,5,75000
Munna,11.3,517,psychic,none,63.3,58.4,106,392000,17,500,Charge Beam,Dazzling Gleam,Psybeam,5,6,3,50000
Musharna,11,518,psychic,none,65.3,62.9,93,381748,7,499,Charge Beam,Dazzling Gleam,Future Sight,5,6,3,50000
Mew,10.4,151,psychic,none,67.6,68.9,73,340019,5.5,480,Charge Beam,Ancient Power,Blizzard,5,7,20,100000
Beldum,10.2,374,steel,psychic,59.7,87.8,80,419699,20,500,Take Down,Iron Head,,7,0,5,75000
Regieleki,10.1,894,electric,none,87.6,47,68,279589,6.5,496,Lock On,Hyper Beam,Thunder,16,12,20,100000
Buneary,9.9,427,normal,none,69.8,61.6,83,356945,15,500,Pound,Fire Punch,Swift,10,9,3,50000
Gardevoir,9.3,282,psychic,fairy,79,67.4,59,314234,6,498,Charge Beam,Dazzling Gleam,Psychic,5,5,5,75000
Chespin (Shadow),9.2,650,grass,none,64.3,66.5,91,388908,17.5,500,Take Down,Body Slam,Frustration<sup>†</sup>,5,9,3,10000
Porygon2,8.4,233,normal,none,70.5,67.7,74,353643,7,500,Charge Beam,Hyper Beam,Solar Beam,8,8,3,50000
Beldum (Shadow),8.1,374,steel,psychic,59.7,87.2,80,416844,20,499,Take Down,Frustration<sup>†</sup>,Iron Head,9,7,5,75000
Porygon-Z,7.9,474,normal,none,86.1,50.4,67,290641,6,500,Charge Beam,Blizzard,Hyper Beam,7,8,3,50000
Gardevoir (Mega),6.4,282,psychic,fairy,90.3,63.7,48,276135,4.5,499,Charge Beam,Dazzling Gleam,Psychic,5,5,5,75000
Abra (Shadow),6,63,psychic,none,99.2,47.6,53,250211,13.5,498,Charge Beam,Frustration<sup>†</sup>,Psyshock,7,4,3,50000
Abra,5.5,63,psychic,none,98.5,48,53,250442,14,498,Charge Beam,Psyshock,Shadow Ball,4,5,3,50000
Drizzile,5.5,817,water,none,80.3,51.5,75,310333,10,499,Pound,Surf,Water Pulse,12,13,3,10000
Inteleon,4.8,818,water,none,89.2,52.3,60,280156,6.5,500,Pound,Hydro Cannon*,Shadow Ball,10,13,3,10000
Tatsugiri (Curly),4.6,978,dragon,water,80.3,61.5,63,311000,7,500,Take Down,Hydro Pump,Muddy Water,10,5,5,75000
Tatsugiri (Droopy),4.6,978,dragon,water,80.3,61.5,63,311000,7,500,Take Down,Hydro Pump,Muddy Water,10,5,5,75000
Tatsugiri (Stretchy),4.6,978,dragon,water,80.3,61.5,63,311000,7,500,Take Down,Hydro Pump,Muddy Water,10,5,5,75000
Deoxys,4.5,386,psychic,none,108.7,39.8,46,198854,5.5,465,Charge Beam,Hyper Beam,Psycho Boost,8,4,20,100000
Cranidos (Shadow),3.9,408,rock,none,94.6,36.3,76,261345,10,500,Take Down,Ancient Power,Bulldoze,6,6,5,75000
Slaking,3.9,289,normal,none,80.4,49,79,311056,4.5,500,Yawn,Body Slam*,Earthquake,3,6,5,75000
Cranidos,3.6,408,rock,none,94.6,36.3,76,261345,10,500,Take Down,Ancient Power,Bulldoze,6,6,5,75000
Feebas (Shadow),3.4,349,water,none,37,84,84,260976,50,310,Splash,Frustration<sup>†</sup>,Mirror Coat,6,5,5,75000
Spoink,3.1,325,psychic,none,65.6,69.7,83,379590,14.5,500,Splash,Mirror Coat,Psybeam,5,5,1,10000
Spoink (Shadow),3.1,325,psychic,none,65.6,69.7,83,379590,14.5,500,Splash,Frustration<sup>†</sup>,Mirror Coat,6,5,1,10000
